0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.066963675875257422e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.767363043690161106e+01 2.557069540343761105e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.819099597339535279e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.684346686775609925e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.398253157132370461e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.368857303086988964e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.402927826007459089e+01 8.130677427742156738e+00 4.471535773205800979e+00 1.647854998295159135e+00 3.706721036244857714e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.714196688122219570e+01 1.545502338263398201e+01 1.158338990903624222e+01 8.585011210638242574e+00 7.611612341017433891e+00 3.729239865620058936e+00 2.097590469918799272e+00 0.000000000000000000e+00
1.771523706556674682e+01 1.371630051415294815e+01 1.046520749446722220e+01 7.753112619543472306e+00 6.294094953419403282e+00 2.267873985919919733e+00 2.056158379114293666e+00 1.399121553686597963e+00
1.572950587742798234e+01 7.063468607923695686e+00 4.412613354533220900e+00 4.042994471356522013e+00 1.436394157532149052e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.161373649489478055e+01 2.195520144612146396e+00 0.000000000000000000e+00 1.765585098013389143e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.055729959795598916e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.353597546278408004e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.644655029081519615e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.170583559269900320e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.868286911791798843e+00 1.782801266898289327e+00 8.219221652705215320e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.951635672576799152e+00 4.883685627507688309e+00 5.284317907952100768e+00 1.699452380417881159e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.359146855550676491e+00 4.382496005532516392e+00 6.024665998935404332e+00 1.635957680795129932e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.372102546391076316e+00 4.671081446125810999e-01 4.366356859758440123e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.196194168996044027e+00 0.000000000000000000e+00 5.342055487991359541e+00 0.000000000000000000e+00 1.411304875567850559e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.532230315449396585e+00 3.588767747227990412e+00 9.171537539424932106e+00 2.998272652095636204e+00 5.446200997437017577e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.135844862105443553e+01 7.341013813188240533e+00 1.213556155782526957e+01 9.054640017456250689e+00 8.194810192779542035e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.392146632845530974e+01 1.122157264747133354e+01 1.333741848840196553e+01 1.179051965901498988e+01 9.179377298792118722e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.492355967031213027e+01 1.477654786693149447e+01 1.449891941278504248e+01 1.174796911799732868e+01 9.385157424593586484e+00 4.121230395952295567e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.755660623556828881e+01 1.711721279397688988e+01 1.559344657493878117e+01 1.262944870821657162e+01 1.060609720189899008e+01 5.144143258561413745e+00 8.694015978165197112e-01 0.000000000000000000e+00
2.012200699103534163e+01 2.050620729836984424e+01 1.702090651458935611e+01 1.374666796309224992e+01 1.230105671576450277e+01 1.080720284338246984e+01 4.577780411862661936e+00 3.963094265154154527e-01
2.201378134397864272e+01 2.480126116356400701e+01 1.828779666511096735e+01 1.372471224223232866e+01 1.330521903500542180e+01 1.348161580414230798e+01 7.275682586785848116e+00 2.759190785856787898e+00
2.260710922921902721e+01 2.827099893854277468e+01 2.387693466927505881e+01 1.673673445203714039e+01 1.313200888772766461e+01 1.385158443208450763e+01 8.204617427490191517e+00 3.739559699930396164e+00
2.203863167048553606e+01 2.905519746762898592e+01 2.563546993036355559e+01 2.203035612392911702e+01 1.476551431236819667e+01 1.388257304207809284e+01 9.155127905825338530e+00 4.865265970733290146e+00
2.305564640119991537e+01 2.820766193666956667e+01 2.316451067385358442e+01 2.370318147680372789e+01 1.670564357397407207e+01 1.360584820922460381e+01 9.363597764198999585e+00 4.758623727416093629e+00
2.229993326549703170e+01 2.484820544329053860e+01 2.010469385304920564e+01 1.968333633762391344e+01 1.689280305894078538e+01 1.241677259246918652e+01 8.584621764082456252e+00 4.362862345680284193e+00
2.102214320774851330e+01 2.180705922183639700e+01 1.948535515405623642e+01 1.668621210291144052e+01 1.703857526354470053e+01 8.493594239989462835e+00 8.045072683562509042e+00 5.880640795480360339e+00
2.409546765791787948e+01 2.017104969938294090e+01 1.952199459223511013e+01 1.532721287008557454e+01 1.609894777852450432e+01 6.432890606070046147e+00 8.426715568082215668e+00 6.767968524026855448e+00
2.696085802273855592e+01 1.772392811807880264e+01 1.862473092253542006e+01 1.239482426178726371e+01 1.510689099552146786e+01 5.484130477766498757e+00 7.498446471803603686e+00 5.683550872293267275e+00
2.459313821393688926e+01 1.476369882478775253e+01 1.746970995301787610e+01 1.029733932870412616e+01 1.467202841083908993e+01 5.534683680558998731e+00 5.590225077617390070e+00 2.521498738818650054e+00
2.603060751293482156e+01 1.484658645311633052e+01 1.660202697269171779e+01 1.048736702596593773e+01 1.437838668884620574e+01 3.961216637092604742e+00 3.374590581318102522e+00 2.687997054857902413e-01
2.974443221486231437e+01 1.790893107977532139e+01 1.753734845561783828e+01 1.072234096479003540e+01 1.456116817151192322e+01 3.684065915470270625e+00 1.619590232234884297e+00 0.000000000000000000e+00
2.868837681435854847e+01 2.077493603492099083e+01 1.970736798615630647e+01 1.116370299527659427e+01 1.573150878689628485e+01 3.829656260103334375e+00 2.016731994129983718e+00 0.000000000000000000e+00
2.672362868110723610e+01 2.283720890666911174e+01 2.135551950069394422e+01 1.544263239716684666e+01 1.767517441312595849e+01 7.653896583400765508e+00 4.147595233983011553e+00 2.982005078678753307e-01
2.830072836778214196e+01 2.410448917607335062e+01 2.117423807829508320e+01 1.750899239886120995e+01 1.856457315256300689e+01 9.428788779409273957e+00 6.174177156992499249e+00 6.423660662808714505e-01
2.923226760077707098e+01 2.353493996655998899e+01 2.096296960368253082e+01 1.596949154437719187e+01 1.845291698921199242e+01 8.178669935862927787e+00 6.100870379277367306e+00 4.039412381281124453e-01
